일련번호,번호,명칭,명칭(원문),요약,요약(원문),출원인,출원인영문명,출원인국가,출원인대표명,발명자,국제특허분류,공통특허분류,미국특허분류,출원번호,출원일,공개번호,공개일,공고번호,공고일,등록번호,등록일,우선권번호,국제출원번호,국제출원일,국제공개번호,국제공개일,INPADOC 패밀리,심사관,대리인,지정국가,독립 청구항수,전체 청구항수,대표 청구항,대표 청구항(원문),전체 청구항,전체 청구항(원문),권리 현황,최종 상태,현재소유자,권리만료예상일,자국인용특허,외국인용특허,자국피인용특허,자국인용횟수,자국피인용횟수,특허평가등급,특허평가점수,발명자평가평균등급,발명자평가평균점수,FI,F-Term,INPADOC패밀리수,INPADOC패밀리국가수,발명자수,Genealogy수,INPADOC패밀리국가,소유권이전여부,소유권최종양도일,특허전문 Link
805,USD611394,Carriage for infant car seat,,,,,,,,Santamaria; Delia,1212,,"D12/129, D21/425, D34/017",US29/330845,2009.01.14,,,,,USD611394,2010.03.09,,,,,,USD611394S,Rademaker; Charles A|Hanson; Charles D,,,1,1,,,"I claim, the ornamental design for the carriage for infant car seat, as shown and described.",,Alive,Alive,,2024.03.09,"USD363904,USD482641,USD517455,US7311319,USD589410,USD597451",,"USD634245,USD747063",6,2,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611394__?key=lEQ7cgkI3ItK91r4rL65zU8PG7I2XSeV&site=FOCUST3-KR
806,USD611389,Vehicle trailer,,,,,,,,Young; Thomas W.,1210,,D12/102,US29/323510,2008.08.27,,,,,USD611389,2010.03.09,,,,,,USD611389S,Veynar; Caron|Donnelly; Kelley A,"Gribbell, Frederick H.",,1,1,,,"The ornamental design for a vehicle trailer, as shown and described.",,Alive,Alive,,2024.03.09,"USD310982,USD340681,US5314200,US5480180,USD381666,USD392223,USD408333,USD411144,USD464916,USD506162,USD515464,USD522921,USD530242,USD534099,US7144070,USD542183,USD561648,USD565469,USD589847,USD590746,2005/0040613",,USD758922,21,1,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611389__?key=lEQ7cgkI3ItK91r4rL65zfyK03pU1Yq4&site=FOCUST3-KR
807,USD611387,Vehicle body,,,,"GM Global Technology Operations, Inc.",,US,GM GLOBAL TECHNOLOGY OPERATIONS INC,Thompson; Justin J|Noone; Matthew J.|Gifford; Daniel,1208,,D12/092,US29/339812,2009.07.08,,,,,USD611387,2010.03.09,,,,,,USD611387S,Brown; Melody N,Reising Ethington P.C.,,1,1,,,"The ornamental design for a vehicle body, as shown and described.",,Alive,Alive,GM GLOBAL TECHNOLOGY OPERATIONS INC,2024.03.09,"USD584190,USD594384",,"USD623089,USD630557,USD646205,USD668182,USD668183,USD680909,USD680910,USD684899,USD686536,USD692799,USD696157,USD699629,USD703103,USD704103,USD705132,USD705699,USD713298,USD713764,USD716696,USD717696,USD718189,USD722282,USD722533,USD722534,USD723426,USD726591,USD730776,USD732427,USD732429,USD732430,USD732431,USD732432,USD732433,USD733002,USD735611,USD741223,USD749985,USD764362,USD764975,USD764976,USD766146,USD766789,USD767449,USD767450,USD767451,USD767454,USD767458,USD767459,USD767460,USD767461,USD769157,USD769782,USD770068,USD771532,USD771533,USD772766,USD772767,USD773084,USD773086,USD773354,USD774226,USD775003,USD775549,USD775554,USD776020,USD776021,USD776581,USD776841,USD776843,USD776846,USD777359,USD777360,USD777361,USD777604,USD777605,USD777620,USD777621,USD777622,USD777628,USD777955,USD778212,USD778215,USD780064,USD780067,USD780068,USD780081,USD780631,USD781184,USD781192,USD782379,USD783482,USD784213,USD784223,USD784226,USD784579,USD784877,USD784886,USD785521,USD786149,USD786743,USD786750,USD787984,USD787988,USD787989,USD787990,USD787992,USD787993,USD788001,USD788641,USD788644,USD788645,USD789250,USD789260,USD789575,USD789841,USD789849,USD791018,USD791644,USD792290,USD792293,USD792294,USD792295,USD792815,USD792816",2,124,,,A-,6,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611387__?key=lEQ7cgkI3ItK91r4rL65zeA9uNwZ26d%2b&site=FOCUST3-KR
808,USD611367,Vehicle steering wheel centering device,,,,,,,,Wu; Pi-Liang,1216,,"D10/069, D12/177",US29/311652,2009.05.18,,,,,USD611367,2010.03.09,,,,,,USD611367S,Spear; Robert M|Underwood; Cynthia,,,1,1,,,"The ornamental design for a vehicle steering wheel centering device, as shown and described.",,Alive,Alive,,2024.03.09,"US1612843,US3161964,USD304672,USD323997,USD325157,USD333419,USD349638,USD398831,USD513963,USD540150,USD574273,2003/0074934(US6679089)",,USD643758,12,1,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611367__?key=lEQ7cgkI3ItK91r4rL65zRNPiN%2bE6HlA&site=FOCUST3-KR
809,USD611317,Vehicle cargo anti-side bracket,,,,,,,,McGrath; Philip M.|McGrath; Cynthia A.,801,,D12/223,US29/313771,2009.02.09,,,,,USD611317,2010.03.09,,,,,,USD611317S,Baynham; Holly H|Lane; Sheryl,"Gallinger, G. F.",,1,1,,,"The ornamental design for a vehicle cargo anti-slide bracket, as shown and described.",,Alive,Alive,,2024.03.09,"US3508501,US4930737,USD330502,USD371505,US5662305,USD442062,USD598272",,"USD625579,USD669014,USD702535,USD706118,USD708505,USD708930,USD718118,USD729615,USD729616,USD729617,USD730160,USD736602,USD746663,USD747178,USD750956,USD759468,USD781685,USD781686,USD782286",7,19,,,,,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611317__?key=lEQ7cgkI3ItK91r4rL65zTpqy37McWgk&site=FOCUST3-KR
810,USD611189,Vehicle fog lamp bezel,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Elliott; Peter|Dewitt; David Carl|Metros; Craig S.,2699,,D26/139,US29/342247,2009.08.20,,,,,USD611189,2010.03.02,,,,,,USD611189S,Jackson; Marcus A,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle fog lamp bezel, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2024.03.02,"USD469213,USD523168,USD595895",,"USD641102,USD661014,USD667989,USD667990,USD667991,USD668380,USD668381,USD681264,USD681870,USD683495,USD685128,USD713596,USD713597,USD724255,USD747033,USD753870,USD779716",3,17,,,B+,5,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611189__?key=lEQ7cgkI3ItK91r4rL65zSuswxRBSnws&site=FOCUST3-KR
811,USD611176,Vehicle headlight,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Elliott; Peter|Dewitt; David Carl|Metros; Craig S.|Huang; Michael C.,2606,,D26/028,US29/342256,2009.08.20,,,,,USD611176,2010.03.02,,,,,,USD611176S,Jackson; Marcus A,"Porcari, Damian",,1,1,,,"The ornamental design of a vehicle headlight, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2024.03.02,"USD546486,USD549858,USD550380,USD554780,USD561359,USD569553,USD570007,USD570014,USD570016",,,9,0,,,B+,5,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611176__?key=lEQ7cgkI3ItK91r4rL65zV4M2Hq%2bvbXS&site=FOCUST3-KR
812,USD611175,Vehicle taillight,,,,"Ford Global Technologies, LLC",,US,FORD GLOBAL TECHNOLOGIES INC,Elliott; Peter|Magu; Adrian|Metros; Craig S.,2606,,D26/028,US29/342253,2009.08.20,,,,,USD611175,2010.03.02,,,,,,USD611175S,Jackson; Marcus A,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle taillight, as shown and described.",,Alive,Alive,FORD GLOBAL TECHNOLOGIES INC,2024.03.02,"USD550383,USD552769,USD560292,USD561357,USD574524",,"USD750291,USD750292,USD763490",5,3,,,B0,4,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0611175__?key=lEQ7cgkI3ItK91r4rL65zeK6TZhwSTcX&site=FOCUST3-KR
813,USD610957,Vehicle upper rear bumper cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Bucher; George|Betancourt; Melvin|Izard; Brian,1216,,D12/169,US29/338449,2009.06.11,,,,,USD610957,2010.03.02,,,,,,USD610957S,Brown; Melody N,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle upper rear bumper cover, shown and described.",,Alive,Alive,FORD MOTOR CO,2024.03.02,"USD580316,USD584996,USD585002,USD585343,USD598829,USD600604,USD600605",,"USD632232,USD644573,USD671048,USD702158,USD751011,USD761165",7,6,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610957__?key=lEQ7cgkI3Iv5qYxf3pibRt%2fKThvOcalb&site=FOCUST3-KR
814,USD610956,Front bumper for a vehicle,,,,Bayerische Motoren Werke Aktiengesellschaft,,DE,BAYERISCHE MOTOREN WERKE AG,Truebsbach; Sebastian,1216,,D12/169,US29/311750,2009.06.10,,,,,USD610956,2010.03.02,DE 40 2008 006 148 (2008.12.11),,,,,"USD608262S, USD608263S, USD610498S, USD610499S, USD610956S",Brown; Melody N,Crowell & Moring LLP,,1,1,,,"The ornamental design for a front bumper for a vehicle, as shown and described.",,Alive,Alive,BAYERISCHE MOTOREN WERKE AG,2024.03.02,"USD474720,USD520417,USD556653,USD584200,USD592112,USD598828",,"USD636303,USD656871,USD664901,USD668189,USD670623,USD670624,USD670627,USD673086,USD686546,USD688992,USD711796,USD716200,USD744914,USD745837,USD747243,USD750537,USD750538,USD753558,USD773350",6,19,,,A+,8,,,5,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610956__?key=lEQ7cgkI3Iv5qYxf3pibRgYmMSaT3VL3&site=FOCUST3-KR
815,USD610949,"Vehicle, toy replica, and/or other replicas",,,,FERRARI S.p.A.,,IT,FERRARI SPA,Tombazis; Nikolaos,1208,,D12/088,US29/339801,2009.07.08,,,,,USD610949,2010.03.02,"EP 20091067854 (2009.01.09), EP 20091067870 (2009.01.09)",,,,,"CA131386S, CA131387S, CA131405S, CA131406S, CR10890S, CR10891S, USD610949S, USD627831S",Brown; Melody N,Cantor Colburn LLP,,1,1,,,"I claim, the ornamental design for a vehicle, toy replica and/or other replicas, as shown and described.",,Alive,Alive,FERRARI SPA,2024.03.02,"USD528041,USD552510,USD576918,USD577314,USD597442",,"USD630552,USD631396,USD644146,USD665306,USD665703,USD710252,USD724492,USD727208,USD774946,USD792285",5,10,,,B0,4,,,8,3,1,0,"CA,CR,US",N,,http://service.wisdomain.net/FullTextService/View/USD0610949__?key=lEQ7cgkI3Iv5qYxf3pibRgoIMhqKzw2h&site=FOCUST3-KR
816,USD610932,Low profile light bar for emergency vehicles,,,,,,,,Shin; David D,1005,,D10/114.4,US29/345674,2009.10.20,,,,,USD610932,2010.03.02,,,,,,USD610932S,Veynar; Caron|Kirschbaum; George D,"Buhler, Kirk A.; Buhler & Associates",,1,1,,,"The ornamental design of a low profile light bar for emergency vehicles, as shown and described.",,Alive,Alive,MEGA DISTRIBUTION INT'L INC,2024.03.02,"US2814029,US3278741,USD249250,US4357595,USD274001,US4620268,US4937711,US4956753,USD324921,USD345316,USD355142,US5452188,USD400675,USD410402,USD419249,USD432038,USD432444,USD442106,US6461008,USD469711,USD476253,US6590502,US6623151,USD491482,US6788217,US6789930,US6814459,US6822578,USD499976,US7033036,USD545230,US7394398,USD585318,2007/0216523(US8292478),2008/0080164(US7524075)",,"USD647418,USD651927,USD703082,USD737713,USD742269,USD742270",35,6,,,,,,,1,1,1,0,US,Y,2015.08.05,http://service.wisdomain.net/FullTextService/View/USD0610932__?key=lEQ7cgkI3Iv5qYxf3pibRsR26P9K5trt&site=FOCUST3-KR
817,USD610855,Temporary car seat cover for a bucket seat,,,,"Bergan, LLC",,US,BERGANN LLC,Siklosi; Tibor,613,,D06/611,US29/342889,2009.09.02,,,,,USD610855,2010.03.02,,,,,,USD610855S,Nelson; T. Chase|Muller; David G,"Head, Johnson & Kachigian",,1,1,,,"The ornamental design for a temporary car seat cover for a bucket seat, as shown and described.",,Alive,Alive,COASTAL PET PRODUCTS INC,2024.03.02,"US2227180,US4676376,USD307370,USD310314,US5028086,USD323757,US5121938,US5150945,US5403066,USD359411,US5618082,USD396984,US6079784,US6089659,US6309017,US6382720,US6481793,US6648410,US6676209,US6951368,USD513146,US7000984,USD538574,US7240964,USD577243,US7600813","GB2144628,JP03138727,JP09238785,JP2005205177","US8465093,USD634575,USD637441,USD647351,USD655120,USD663153,USD672597,USD675858,USD680360,USD685213,USD688070,USD692259,USD716585,USD730084,USD731210,USD777473",26,16,,,A-,6,,,1,1,1,0,US,Y,2015.02.27,http://service.wisdomain.net/FullTextService/View/USD0610855__?key=lEQ7cgkI3Iv5qYxf3pibRpjZYuD01QxX&site=FOCUST3-KR
818,USD610854,Car seat cover for a bucket seat,,,,"Bergan, LLC",,US,BERGANN LLC,Siklosi; Tibor|Price; David,613,,D06/611,US29/336440,2009.05.04,,,,,USD610854,2010.03.02,,,,,,USD610854S,Nelson; T. Chase|Muller; David G,"Head, Johnson & Kachigian, P.C.",,1,1,,,"The ornamental design for a car seat cover for a bucket seat, as shown and described.",,Alive,Alive,COASTAL PET PRODUCTS INC,2024.03.02,"USD276288,USD395372,USD402846,USD458073,USD463704,USD469999,USD484729,USD499297,USD506345,USD508184,USD542073,USD546108,USD576832",,"US8465093,US9049946,USD634151,USD634575,USD643072,USD672597,USD691834,USD691835,USD692259,USD731747,USD752162,USD761596,USD787236",13,13,,,A-,6,,,1,1,2,0,US,Y,2015.02.27,http://service.wisdomain.net/FullTextService/View/USD0610854__?key=lEQ7cgkI3Iv5qYxf3pibRhSnK493akIj&site=FOCUST3-KR
819,USD610773,Vehicle jack platform,,,,,,,,Stanton; Timothy K.,1205,,"D34/035, D34/031",US29/315807,2009.07.24,,,,,USD610773,2010.02.23,,,,,,USD610773S,Ramirez; Cynthia E,"Goldstein, Stuart M.",,1,1,,,"The ornamental design for a vehicle jack platform, as shown and described.",,Alive,Alive,,2024.02.23,"US4474387,USD304575,USD308358,USD384473,USD498133,USD531378,2003/0230692(US7219865),2006/0284405,2008/0302940(US7722004)",,USD733990,9,1,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610773__?key=lEQ7cgkI3Iv5qYxf3pibRtB5hZqfRGOL&site=FOCUST3-KR
820,USD610725,Vehicle lighting system,,,,Vision Motor Sports,,US,VISION MOTOR SPORTS,Georgitsis; Anthony C.|Biro; Joseph|Irwin; Nicholas B.,2606,,D26/028,US29/340638,2009.07.22,,,,,USD610725,2010.02.23,,,,,,USD610725S,Jackson; Marcus A,"Nahnsen, Mark J.",,1,1,,,"The ornamental design for a vehicle lighting system, as shown and described.",,Alive,Alive,VISION MOTOR SPORTS,2024.02.23,"USD570009,USD574978,USD585575",,"USD697241,USD704364,USD716985,USD736433,USD736434,USD736970,USD773080",3,7,,,A-,6,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610725__?key=lEQ7cgkI3Iv5qYxf3pibRiYMGNBDCvfa&site=FOCUST3-KR
821,USD610526,Pneumatic tire for heavy vehicle,,,,Michelin Recherche et Technique S.A.,,CH,MICHELIN RECHERCHE ET TECHNIQUE,Oraison; Stephane|Slachmuylders; Eric,1215,,D12/550,US29/338484,2009.06.12,,,,,USD610526,2010.02.23,FR 08/5680 (2008.12.16),,,,,USD610526S,Cadmus; Stacia,Buchanan Ingersoll & Rooney PC,,1,1,,,"The ornamental design for a pneumatic tire for heavy vehicle, as shown and described.",,Alive,Alive,MICHELIN RECHERCHE ET TECHNIQUE,2024.02.23,"USD313582,USD441327,USD464311,USD524240,USD554051,USD584217",,USD763181,6,1,,,B+,5,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610526__?key=lEQ7cgkI3Iv5qYxf3pibRlgKP4VGccJz&site=FOCUST3-KR
822,USD610524,Race car themed car top carrier,,,,,,,,Villarreal; Victoria,1216,,D12/413,US29/343888,2009.09.21,,,,,USD610524,2010.02.23,,,,,,USD610524S,Cadmus; Stacia,"Gallagher & Dawsey Co., LPA; Gallagher, Michael J.; Dawsey, David J.",,1,1,,,"I claim the ornamental design for a race car themed car top carrier, as shown and described.",,Alive,Alive,,2024.02.23,"USD320183,USD353413,USD377633,USD435011,USD530571,USD540246,USD561681,USD565469",,,8,0,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610524__?key=lEQ7cgkI3Iv5qYxf3pibRqva%2baWpuv%2bi&site=FOCUST3-KR
823,USD610523,Football helmet car top carrier,,,,,,,,Villarreal; Victoria,1216,,D12/413,US29/343886,2009.09.21,,,,,USD610523,2010.02.23,,,,,,USD610523S,Cadmus; Stacia,"Gallagher & Dawsey Co., LPA; Gallagher, Michael J.; Dawsey, David J.",,1,1,,,"I claim the ornamental design for a football helmet car top carrier, as shown and described.",,Alive,Alive,,2024.02.23,"USD320183,USD377633,USD435011,USD530571,USD540246,USD561681,USD587855",,"USD642071,USD758644,USD768939,USD775042",7,4,,,,,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610523__?key=lEQ7cgkI3Iv5qYxf3pibRuFMkww7yCDh&site=FOCUST3-KR
824,USD610517,Vehicle wheel cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Leng; Jeremy|Woodhouse; David|Thomas; Freeman,1216,,D12/211,US29/330555,2009.01.09,,,,,USD610517,2010.02.23,,,,,,USD610517S,Brooks; Cathron C|Murphy; Austin,"MacKenzie, Frank A.; Brooks Kushman P.C.",,1,1,,,"The ornamental design for a vehicle wheel cover, as shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"US3432206,USD303517,USD402951,USD472865,USD504379,USD507224,USD526263,USD528061,USD544427,USD558117,USD569777,USD588515",,"USD663671,USD668197,USD673103,USD682763",12,4,,,B+,5,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610517__?key=lEQ7cgkI3Iv5qYxf3pibRoM3%2bBN0LP83&site=FOCUST3-KR
825,USD610515,Vehicle wheel cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Platto; Gordon|Mistry; Xitij|Kasparian; Aram|Schiavone; Patrick,1216,,D12/211,US29/302110,2008.01.10,,,,,USD610515,2010.02.23,,,,,,USD610515S,Cadmus; Stacia,"MacKenzie, Frank A.; Brooks Kushman P.C.",,1,1,,,"The ornamental design for a vehicle wheel cover, as shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"USD493404,USD493407,USD516989,USD516990,USD533119,USD548166,USD551149,USD559747,USD562193,USD576095,USD578948,USD584210,USD585009,USD591663,USD595202",,"USD622652,USD633848,USD660772,USD689811",15,4,,,B+,5,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610515__?key=lEQ7cgkI3Iv5qYxf3pibRpf1NTFKW%2bzt&site=FOCUST3-KR
826,USD610514,All terrain vehicle,,,,Polaris Industries Inc.,,US,POLARIS INDUSTRIES INC,Eck; Richard E.,1216,,"D12/196, D12/014",US29/307617,2008.04.30,,,,,USD610514,2010.02.23,,,,,,USD610514S,Spear; Robert M|Underwood; Cynthia,Baker & Daniels LLP,,1,1,,,"I claim the ornamental design for the all terrain vehicle, as shown and described.",,Alive,Alive,POLARIS INDUSTRIES INC,2024.02.23,"USD119377,USD312441,USD354264,USD373099,USD391911,USD414735,USD421934,US6098739,USD461151,USD467200,USD472193,USD476935,USD490018,USD493749,USD497324,USD497327,USD507766,USD508224,USD548662,USD555036,US7367247,2005/0173177(US7377351)",,"US7950486,US8079602,US8302711,US8613337,US9010768,US9592713,USD631395,USD631792,USD631793,USD633006,USD636707,USD638755,USD655236,USD656457,USD665181,USD701469",22,16,,,A+,8,,,1,1,1,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610514__?key=lEQ7cgkI3Iv5qYxf3pibRiXnh22%2b%2frnQ&site=FOCUST3-KR
827,USD610513,Motor car side mirror,,,,Mekra Lang GmbH & Co. KG,,DE,MEKRA LANG GMBH CO KG,Meier; Markus|Lang; Heinrich,1216,,D12/187,US29/331753,2009.01.30,,,,,USD610513,2010.02.23,EM 000980743 (2008.08.01),,,,,"USD610060S, USD610513S",Spear; Robert M|Kile; Katrina A,Morrison & Foerster LLP,,1,1,,,"The ornamental design for a motor car side mirror, as shown and described.",,Alive,Alive,MEKRA LANG GMBH CO KG,2024.02.23,"US5687035,USD457114,USD581334,2003/0223134(US6896379),2005/0200988(US7270430),2006/0250710,2007/0103803(US7448765),2007/0177286(US7572020),2007/0253082,2008/0100939(US8602573)",,"USD636308,USD661635,USD686126,USD688175,USD688176,USD688177,USD690635,USD691933,USD696170,USD702168,USD702607,USD702608,USD702610,USD709413,USD709414,USD714710,USD717704,USD717705,USD722551,USD763756,USD775033,USD789868",10,22,,,A-,6,,,2,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610513__?key=lEQ7cgkI3Iv5qYxf3pibRjhez8fbNwHD&site=FOCUST3-KR
828,USD610512,Vehicle front fender,,,,Ford Motor Company,,US,FORD MOTOR CO,Bucher; George|Betancourt; Melvin,1216,,D12/184,US29/338443,2009.06.11,,,,,USD610512,2010.02.23,,,,,,USD610512S,Brown; Melody N,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle front fender, shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"USD561667,USD561668,USD562201,USD572182,USD581332,USD584996,USD593915,USD598347",,"USD626044,USD626045,USD642101,USD642966,USD669405,USD669829,USD679642,USD746743,USD764362,USD764988",8,10,,,A+,8,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610512__?key=lEQ7cgkI3Iv5qYxf3pibRsQEE4PTepVQ&site=FOCUST3-KR
829,USD610505,Vehicle hood,,,,Ford Motor Company,,US,FORD MOTOR CO,Bucher; George|Betancourt; Melvin,1216,,D12/173,US29/338441,2009.06.11,,,,,USD610505,2010.02.23,,,,,,USD610505S,Brown; Melody N,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle hood, shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"USD560576,USD560577,USD584996,USD591212,USD597899,USD600608,USD600609,USD600610",,"USD620852,USD626476,USD645800,USD662013,USD678148,USD681521,USD683674,USD683676,USD695169,USD699641,USD699643,USD710269,USD748545,USD756864",8,14,,,A+,8,,,1,1,2,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610505__?key=lEQ7cgkI3Iv5qYxf3pibRpwVkfIQ514D&site=FOCUST3-KR
830,USD610504,Vehicle lower rear bumper cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Bucher; George|Betancourt; Melvin|Izard; Brian|Walker; Aaron,1216,,D12/169,US29/338452,2009.06.11,,,,,USD610504,2010.02.23,,,,,,USD610504S,Brown; Melody N,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle lower rear bumper cover, shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"USD437573,USD442899,USD516973,USD516974,USD522937,USD532346,USD551601,USD561069,USD584996,USD588509,USD600176",,"USD637118,USD637120,USD644575,USD663660,USD671049,USD671050,USD671051,USD675136,USD678144,USD698712,USD699167,USD710266,USD731371,USD746188,USD751009,USD751010,USD763744,USD776021,USD787386",11,19,,,A-,6,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610504__?key=lEQ7cgkI3Iv5qYxf3pibRnIdUno7rtc5&site=FOCUST3-KR
831,USD610503,Vehicle lower rear bumper cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Bucher; George|Betancourt; Melvin|Izard; Brian|Walker; Aaron,1216,,D12/169,US29/338450,2009.06.11,,,,,USD610503,2010.02.23,,,,,,USD610503S,Brown; Melody N,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle lower rear bumper cover, shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"USD437573,USD442899,USD516973,USD516974,USD522937,USD532346,USD584996,USD588509",,"USD637118,USD637120,USD644575,USD663660,USD671049,USD675136,USD679636,USD680473,USD684905,USD685302,USD688989,USD690629,USD695162,USD698290,USD702158,USD714196,USD715708,USD721306,USD721625,USD725010,USD727224,USD731371,USD736125,USD738272,USD739316,USD746735,USD751009,USD751010,USD763744,USD764984,USD776021,USD784868,USD787386",8,33,,,A-,6,,,1,1,4,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610503__?key=lEQ7cgkI3Iv5qYxf3pibRhTDPrrfSBxm&site=FOCUST3-KR
832,USD610502,Vehicle lower front bumper cover,,,,Ford Motor Company,,US,FORD MOTOR CO,Bucher; George|Betancourt; Melvin|Kuo; James Yu-Hsin,1216,,D12/169,US29/338447,2009.06.11,,,,,USD610502,2010.02.23,,,,,,USD610502S,Brown; Melody N,"Porcari, Damian",,1,1,,,"An ornamental design for a vehicle lower front bumper cover, shown and described.",,Alive,Alive,FORD MOTOR CO,2024.02.23,"USD455987,USD511724,USD516472,USD519067,USD541708,USD570751,USD584996",,"USD623993,USD635067,USD640617,USD664484,USD678141,USD680038,USD731371,USD748020,USD788658",7,9,,,A0,7,,,1,1,3,0,US,N,,http://service.wisdomain.net/FullTextService/View/USD0610502__?key=lEQ7cgkI3Iv5qYxf3pibRhp04Er1NTIe&site=FOCUST3-KR
